epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.3205884662489993,0.3765741858014454,0.7648236253657298,0.0,94.96906930000114,0
1,0.7515933018823701,0.39102689320914913,0.7751571308242647,0.0009755282581475768,83.77479950000998,0
2,0.6975350884672016,0.40723725373301584,0.7822087529499233,0.0009045084971874737,84.24851999999373,0
3,0.6626801349440927,0.41552657893219225,0.7859263244602435,0.0007938926261462366,83.86832449999929,0
4,0.6301509656088746,0.41586114365654864,0.7894989566380349,0.0006545084971874737,83.85365049999382,0
5,0.6020501459626479,0.431030627626082,0.7947012616531087,0.0005,83.87864590001118,0
6,0.5723511518133318,0.4340040211846201,0.7958802792193969,0.00034549150281252633,83.94675180000195,0
7,0.5520096524358268,0.43652325903621403,0.7972818670387585,0.00020610737385376348,83.87679520000529,0
8,0.5381828571064361,0.43834456148288664,0.7985187406883277,9.549150281252633e-05,83.9434864000068,0
9,0.5310797948074643,0.43805706210587714,0.7981713105029392,2.4471741852423235e-05,83.93618410000636,0
