epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.7823060466388059,0.29008110076781796,0.6977352057268886,0.0,94.25757050000539,0
1,1.0514137677417703,0.32894288929998244,0.7121848468250134,0.0009755282581475768,82.45274430000427,0
2,0.9951347602518041,0.3319027740444939,0.7143010045889261,0.0009045084971874737,82.45573809999769,0
3,0.9694643495862482,0.3389258423965626,0.7160600187847901,0.0007938926261462366,82.47593719999713,0
4,0.9482295717026445,0.34057724437339026,0.7165902411265123,0.0006545084971874737,82.48236159999942,0
5,0.93080484527307,0.3438377579878774,0.7213078994699049,0.0005,82.49532819999877,0
6,0.9199749360411109,0.34612389241985037,0.7225992572558071,0.00034549150281252633,82.45913529999962,0
7,0.9113623765094452,0.3512284075876664,0.7239363973794664,0.00020610737385376348,82.46875039999577,0
8,0.9036190517111043,0.3526783957462126,0.7244148005106694,9.549150281252633e-05,82.4660772999996,0
9,0.902207372968195,0.35255229161784724,0.7244192166734467,2.4471741852423235e-05,82.48699289999786,0
