epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.4812372521757609,0.359276171249502,0.7471275063776841,0.0,78.51311910000368,0
1,0.833467503247144,0.3707518267741237,0.7505010522813087,0.0009755282581475768,67.15172020000318,0
2,0.7929278127229695,0.3813316882400004,0.7572057554522451,0.0009045084971874737,67.26884789999895,0
3,0.7728369008286643,0.3869776997401371,0.7581314201529978,0.0007938926261462366,67.50073469999916,0
4,0.7501349657750375,0.39759741341797833,0.7632029588899734,0.0006545084971874737,67.16947349999828,0
5,0.7334280059579243,0.4010556284484684,0.7638800023281662,0.0005,67.29769469999883,0
6,0.7171992359893811,0.4020344992917996,0.7659219663819717,0.00034549150281252633,67.66048569999839,0
7,0.702296755588536,0.4072979222797357,0.7674226894416085,0.00020610737385376348,67.24608789999911,0
8,0.6958055653368209,0.40745331190370637,0.7682778804511452,9.549150281252633e-05,67.2292368999988,0
9,0.687338666413761,0.4077686181929708,0.7686280299485886,2.4471741852423235e-05,67.47881740000594,0
