epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.5131885439086696,0.3708899115335337,0.7506421519452158,0.0,78.18764680000459,0
1,0.8011865485592297,0.39876684453082833,0.7604508628088903,0.0009755282581475768,67.31985069999791,0
2,0.7655844508138613,0.39687032952795176,0.7621948337704664,0.0009045084971874737,67.05164969999896,0
3,0.7444808103220857,0.40027850588872566,0.7659917983155428,0.0007938926261462366,67.19232879999618,0
4,0.7290356182570695,0.40766563773952974,0.7665389239009984,0.0006545084971874737,67.16181570000481,0
5,0.7169976408577872,0.4108521541515472,0.7679870989744855,0.0005,67.23929789999966,0
6,0.7052876902117393,0.41056059170818493,0.7688580511166926,0.00034549150281252633,67.32945469999686,0
7,0.6978259674868504,0.4123570760958476,0.7692310754671422,0.00020610737385376348,67.03899329999695,0
8,0.6895061119718393,0.4128148863789788,0.7690073413485092,9.549150281252633e-05,67.33620959999826,0
9,0.6883552649006047,0.4132771843711849,0.7692336860067149,2.4471741852423235e-05,67.3236931000065,0
