epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.445980466223858,0.3625113195791784,0.7438519100942789,0.0,78.24433059999865,0
1,0.8329613530390431,0.3722304972461697,0.7547904080987987,0.0009755282581475768,67.10406970000622,0
2,0.7972645351599816,0.3805467389517809,0.7565304088647745,0.0009045084971874737,67.08215560000099,0
3,0.774214526017507,0.38094989973987337,0.758877120781954,0.0007938926261462366,67.26622619999398,0
4,0.7514499356986414,0.39438287803368316,0.7626249527968217,0.0006545084971874737,66.80655039999692,0
5,0.734304375126545,0.3962872323910336,0.7642509817559505,0.0005,67.15768450000178,0
6,0.716688658756013,0.3986060106018465,0.7660252023448259,0.00034549150281252633,67.32759260000603,0
7,0.7035388661723994,0.39980435756799554,0.7662680912975738,0.00020610737385376348,66.80426440000156,0
8,0.6909057553429879,0.40331317898603347,0.7682550164753872,9.549150281252633e-05,67.18014080000285,0
9,0.687250018119812,0.4044157773798717,0.7682005867252953,2.4471741852423235e-05,67.57708959999582,0
