epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.2066185722394491,0.4425617458326811,0.7874848818486649,0.0,108.56038890000491,0
1,0.6623935576289397,0.44062185550353933,0.7922370863324036,0.0009755282581475768,97.71155920000456,0
2,0.6055253474653852,0.4482849521678369,0.7976729584985012,0.0009045084971874737,97.41652289999183,0
3,0.5685889906620847,0.46176530127832344,0.8038295027454011,0.0007938926261462366,97.84583400000702,0
4,0.5303244032703122,0.4693467358807362,0.8075002041931422,0.0006545084971874737,97.43855049999547,0
5,0.49865454251296165,0.4710248946811678,0.8100512887271234,0.0005,97.86172079999233,0
6,0.470119599267687,0.48004315700621486,0.8122729666760163,0.00034549150281252633,97.52150590000383,0
7,0.44707859918085807,0.4827573880037549,0.8128684198753126,0.00020610737385376348,97.46919950000301,0
8,0.42961458579850215,0.4867714065830927,0.8143282553588912,9.549150281252633e-05,97.59863469999982,0
9,0.4220886313056342,0.4864170871836514,0.8144376695987341,2.4471741852423235e-05,97.6161759999959,0
