epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.3270871854923305,0.3885204414495784,0.7503550904874472,0.0,80.32946000000084,0
1,0.8041190271422869,0.393864569570245,0.7585756796020389,0.0009755282581475768,69.48381689999951,0
2,0.7597438469352179,0.4132732339215228,0.7664009568845785,0.0009045084971874737,69.65895079999609,0
3,0.7252409288265926,0.4128584757367269,0.7669674657263619,0.0007938926261462366,69.50498549999611,0
4,0.7029879453723995,0.4188038837501583,0.7695772765234818,0.0006545084971874737,69.50666460000502,0
5,0.6789093771248891,0.4248107271278804,0.774327914683477,0.0005,69.54041719999805,0
6,0.6585635627816805,0.4299660848033694,0.7769449806051594,0.00034549150281252633,69.51168260000122,0
7,0.6436160582922228,0.4323320342109675,0.7778017705701844,0.00020610737385376348,69.5241201999961,0
8,0.6327660823283645,0.43486032285817666,0.7791732284119771,9.549150281252633e-05,69.69290069999988,0
9,0.624450223840425,0.43522856839320695,0.7792095149120384,2.4471741852423235e-05,69.514597399997,0
