epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.1786315693613658,0.3842526317085432,0.77130076562666,0.0,108.26997050001228,0
1,0.7268732711141863,0.4278236853163575,0.7921992987720882,0.0009755282581475768,97.38882330000342,0
2,0.6604291769076414,0.42979026969259015,0.7906277648265405,0.0009045084971874737,97.3012982999935,0
3,0.613848843913369,0.43307915389871654,0.7935502421237384,0.0007938926261462366,97.52083039999707,0
4,0.5679920723017302,0.4560070714296369,0.8058671158999188,0.0006545084971874737,97.35946950000653,0
5,0.5310184223398932,0.46130670829832204,0.8094307961024253,0.0005,97.53249030000006,0
6,0.4932328221562922,0.4714399645403186,0.8147861222454552,0.00034549150281252633,97.57215019999421,0
7,0.46245882110943043,0.47552378263692674,0.8145196405413184,0.00020610737385376348,97.63416339999822,0
8,0.4422554052475418,0.4790002932078216,0.8162141635324873,9.549150281252633e-05,97.61831810000876,0
9,0.4305010257570496,0.4794436994663847,0.8162656999345527,2.4471741852423235e-05,97.40146059999825,0
