epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.4366835943310392,0.3137273574797808,0.7369277693177563,0.0,117.34893110000121,0
1,0.9085247950806848,0.3262994560584264,0.7421093531749714,0.0009755282581475768,106.61451829999714,0
2,0.8390557022436403,0.3645919523264306,0.7539581028195165,0.0009045084971874737,106.47961509999732,0
3,0.7836965763984176,0.3696175849232893,0.7628915650279371,0.0007938926261462366,106.46389459999773,0
4,0.73051568353733,0.38139076673171624,0.7683105883365421,0.0006545084971874737,106.32087329999922,0
5,0.6823083737825272,0.3921669455805994,0.7729766232598837,0.0005,106.59314399999857,0
6,0.6366497923812504,0.4048662148573742,0.7777993123120867,0.00034549150281252633,106.42837739999959,0
7,0.5968875520680503,0.4095585236050375,0.7807931878665993,0.00020610737385376348,106.8833827999988,0
8,0.5727036314782696,0.4125253251688303,0.78191719918864,9.549150281252633e-05,106.9208604000014,0
9,0.5606414875810521,0.4122367742905178,0.7822503584243641,2.4471741852423235e-05,107.13938620000408,0
