epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.1972202625146293,0.43289515243885573,0.7842955747753872,0.0,108.31678710000415,0
1,0.6664454093643908,0.43566470891445835,0.7936377822174112,0.0009755282581475768,97.7304235999909,0
2,0.6073774693036778,0.4598050619755258,0.8005422351746561,0.0009045084971874737,97.71612579999783,0
3,0.5681101740208865,0.4443336761159592,0.7999562886903039,0.0007938926261462366,97.55223689999548,0
4,0.5312953604442773,0.46803756028133336,0.8059853189563232,0.0006545084971874737,97.5202844000014,0
5,0.49806452389756367,0.4614221243935277,0.8078271742746292,0.0005,97.54087989999971,0
6,0.46772935158283296,0.4757870107565624,0.8137805532792799,0.00034549150281252633,97.3748201999988,0
7,0.4461520757947946,0.4772086685130865,0.813975886902811,0.00020610737385376348,97.60344829999667,0
8,0.43266418639950965,0.4782172682027821,0.8147441143128303,9.549150281252633e-05,97.80873760000395,0
9,0.42324192834957575,0.4782411289502044,0.8146138483881501,2.4471741852423235e-05,97.49236319999909,0
