index,miou,bg_fraction
0,0.5254484450264019,0.39738472954814386
1,0.4386290597918531,0.5548327949008993
2,0.1704482266088436,0.587462470026397
3,0.420771718759371,0.45276187779373395
4,0.4408810528072964,0.41838611342050236
5,0.4189238094381368,0.8297057880391214
6,0.5379717004956156,0.9865132801850551
7,0.5514713520771453,0.9930259997471661
8,0.22104885714869538,0.8993854784489219
9,0.09600465551241234,0.8660458600300789
10,0.4894723024339125,0.48440477384414804
11,0.25563913654194126,0.4838246391275772
12,0.381669317978325,0.45162730297865433
13,0.42307791773146974,0.2936085490227947
14,0.23435115311303037,0.07447512482704687
15,0.2637148415211017,0.0
16,0.43962483449218936,0.3157096643752527
17,0.28690153142548275,0.16507981239557962
18,0.20083626041633798,0.09524870382372003
19,0.43621784809155884,0.4120266467172527
20,0.1189417354310171,0.37451782244264625
21,0.5767112534968133,0.03411091549295775
22,0.4754430611275923,0.07956386916074823
23,0.972120857361197,0.09618567184415688
24,0.3178788245175006,0.80403412006157
25,0.36046773574129254,0.5309421717464364
26,0.5014659138377014,0.2819396716303933
27,0.38379566539274906,0.0
28,0.4882767796614357,0.0
29,0.39070387619511965,0.1822305931911619
30,0.3200339733447872,0.7481976615036653
31,0.32981234736934695,0.22245604190048635
32,0.8851915514509432,0.5461039740665146
33,0.9236327731875913,0.6220660097732916
34,0.5866424925380461,0.765081647324638
35,0.3271308243471562,0.6730194851372493
36,0.29090133685821595,0.18124088041266775
37,0.12108717747558408,0.6526305241006113
38,0.24792379793287103,0.8165783733250234
39,0.3505142198149496,0.6156567669922264
40,0.6056674598521076,0.8379320955995486
41,0.4728329591829714,0.8222173497049913
42,0.5587121285287041,0.58661514429006
43,0.15470350942848196,0.6581481853825274
44,0.6819291649192587,0.24766756567775447
45,0.5398750078868507,0.935385906375497
46,0.4564952784583735,0.8472993285900391
47,0.7395791501317994,0.944473631036573
48,0.5074657191249138,0.5869075853197733
49,0.37267977596475826,0.486325407538158
50,0.3687313807789946,0.5803259720310412
51,0.35649420291372586,0.6905052526263131
52,0.7001250431506527,0.4676256085981535
53,0.18076925000357225,0.0
54,0.4071780671475415,0.7939503205128206
55,0.398140918298647,0.6753382102415072
56,0.4880609570519316,0.1903702158240026
57,0.10750436718028354,0.0
58,0.35244710281058733,0.0
59,0.22891805875972362,0.0
60,0.2813609180420491,0.5969989506820567
61,0.1764476798005502,0.40758597235281174
62,0.27094964281491446,0.28515659461843845
63,0.6313896230930022,0.7506143990975384
64,0.1425905105497599,0.639741016144081
65,0.6755358996626581,0.21244687806472703
66,0.3918512757423737,0.44135495739327174
67,0.21303438521143475,0.314391959798995
68,0.11597158050985557,0.39843602194614364
69,0.18603257684638544,0.3986168799679521
70,0.21703544210569842,0.2882117882117882
71,0.13443760129300483,0.14896719319562576
72,0.42473530383680475,0.274357779848263
73,0.5642973403383181,0.8030976683991901
74,0.4707676674603143,1.0
75,0.22467798513372708,0.9365863535128569
76,0.5661425499333025,0.4858221892025755
77,0.38667224390894117,0.5832657694178693
78,0.36196535107237593,0.45091570697376837
79,0.3818489198455905,0.8092406118357325
80,0.5629041707713136,0.6280295047418335
81,0.6426735056130592,0.6730075637352899
82,0.4412369396106334,0.8240123871808976
83,0.2940548592912354,0.5006756032171582
84,0.6495491944947298,0.544109984368111
85,0.5177691453717562,0.4568670258577523
86,0.44430418100526886,0.6735462527039063
87,0.45573698399179574,0.39928560984270883
88,0.4254727231737543,0.5192338547934215
89,0.4441818523792057,0.6943895331064419
90,0.39029152298908104,0.8178855070467796
91,0.51354918139815,0.33717021962337124
92,0.4270147801575308,0.4926952650748685
93,0.17078722045651307,0.6752961257952723
94,0.36816942508051703,0.5442924842035252
95,0.9351510856099998,0.761143835476836
96,0.5777659424916508,0.373815099810416
97,0.6298584027363319,0.5587516525780217
98,0.5925199715673518,0.46852081913998317
99,0.29678853862393906,0.4627352319613565
100,0.33679609817430395,0.6924973935359692
101,0.39101410424962846,0.5001877190055064
102,0.464450428717436,0.6615017878426699
103,0.644726936540387,0.4578235412881082
104,0.5560163728582228,0.2525336132757298
105,0.5449653560592929,0.34572010732514274
106,0.23615726492910777,0.4719707765489834
107,0.510642033704849,0.6400757651281029
108,0.44519068854005406,0.0
109,0.28212092229933783,0.5045487335684514
110,0.18991734423266518,0.37809551497211724
111,0.44401947445925777,0.6401247274135365
112,0.37165016198152706,0.6795072308516337
113,0.5235166137091604,0.5253292496171517
114,0.24751018835539568,0.6612425102491327
115,0.2618319189444989,0.45823074963918836
116,0.2468578111311364,0.5943142064417548
117,0.26098267902874217,0.6839213480715568
118,0.434161592783688,0.4503536861511332
119,0.5903357029951838,0.49376157619425615
120,0.24855668117211682,0.5487461353486774
121,0.5571968972998109,0.3622802983343664
122,0.502689774205329,0.5177086664534698
123,0.34406290432301007,0.37905192054038933
124,0.28824211732941846,0.6206910486967064
125,0.4253628723665634,0.4620840700851953
126,0.386266084835623,0.4229788088781762
127,0.5053428313079545,0.7445940241099489
128,0.3787873188842544,0.6626066999516831
129,0.4910726987068909,0.4825951290675528
130,0.5750829983904477,0.47659102370146245
131,0.3285044102125838,0.6838984307164488
132,0.6250652564070931,0.37199605180992285
133,0.2936044760733627,0.5354820238046546
134,0.3123643170642475,0.49879016937628734
135,0.3381604144864955,0.4554976979834737
136,0.4095300797804274,0.5891992250565063
137,0.34841216837202127,0.5422206175933398
