index,miou,bg_fraction
0,0.5811665276868884,0.39738472954814386
1,0.4053510202037536,0.5548327949008993
2,0.16175898293976387,0.587462470026397
3,0.28487369715515676,0.45276187779373395
4,0.4667218267075968,0.41838611342050236
5,0.33717142872790135,0.8297057880391214
6,0.4124952627043963,0.9865132801850551
7,0.3694613600797367,0.9930259997471661
8,0.23114725452620907,0.8993854784489219
9,0.1336030331344031,0.8660458600300789
10,0.2988915228853284,0.48440477384414804
11,0.2252931206955087,0.4838246391275772
12,0.3910733799870032,0.45162730297865433
13,0.3261678010595628,0.2936085490227947
14,0.19493379216017337,0.07447512482704687
15,0.16331796785764657,0.0
16,0.22330863017135014,0.3157096643752527
17,0.18985317326484577,0.16507981239557962
18,0.22396988985045055,0.09524870382372003
19,0.2299255088901941,0.4120266467172527
20,0.15951515646744466,0.37451782244264625
21,0.5751972357330262,0.03411091549295775
22,0.3460623867927572,0.07956386916074823
23,0.945610138048229,0.09618567184415688
24,0.3592626840627148,0.80403412006157
25,0.45499130624355755,0.5309421717464364
26,0.4876406709806617,0.2819396716303933
27,0.3663916449946967,0.0
28,0.41154182905255715,0.0
29,0.20156341219246227,0.1822305931911619
30,0.2590696852470917,0.7481976615036653
31,0.21323330406538646,0.22245604190048635
32,0.7877825286050866,0.5461039740665146
33,0.6232096520470829,0.6220660097732916
34,0.4729332212483633,0.765081647324638
35,0.333922701621199,0.6730194851372493
36,0.1919853848139003,0.18124088041266775
37,0.11895702233009799,0.6526305241006113
38,0.19566808656898724,0.8165783733250234
39,0.2846403029076582,0.6156567669922264
40,0.701478389141675,0.8379320955995486
41,0.759003211361893,0.8222173497049913
42,0.4056860587120191,0.58661514429006
43,0.17752240233661282,0.6581481853825274
44,0.45310325423108117,0.24766756567775447
45,0.48319385702985185,0.935385906375497
46,0.3317935039866786,0.8472993285900391
47,0.7337540485358152,0.944473631036573
48,0.5001897986693813,0.5869075853197733
49,0.4886334383229035,0.486325407538158
50,0.3416080350106177,0.5803259720310412
51,0.3170129009938544,0.6905052526263131
52,0.6449269785962713,0.4676256085981535
53,0.12232778649776678,0.0
54,0.4687089501940882,0.7939503205128206
55,0.4724850604523225,0.6753382102415072
56,0.5054076230564416,0.1903702158240026
57,0.13766681175730575,0.0
58,0.28397621061332307,0.0
59,0.26683728533708573,0.0
60,0.22441821846212648,0.5969989506820567
61,0.16333285997315966,0.40758597235281174
62,0.24507792700499006,0.28515659461843845
63,0.5195116743811093,0.7506143990975384
64,0.17063858258471803,0.639741016144081
65,0.46459158388776717,0.21244687806472703
66,0.2708639160528239,0.44135495739327174
67,0.1414488014213568,0.314391959798995
68,0.11195487593197039,0.39843602194614364
69,0.14618418979728917,0.3986168799679521
70,0.23797708100211779,0.2882117882117882
71,0.12357580023146775,0.14896719319562576
72,0.48837136361948047,0.274357779848263
73,0.5226682073023933,0.8030976683991901
74,0.44657263571495265,1.0
75,0.2520750529376603,0.9365863535128569
76,0.4478364973150785,0.4858221892025755
77,0.4477019214405456,0.5832657694178693
78,0.39049372396310106,0.45091570697376837
79,0.2396666614280055,0.8092406118357325
80,0.4255170215567286,0.6280295047418335
81,0.3783677957583138,0.6730075637352899
82,0.44414834928453556,0.8240123871808976
83,0.2634915357061933,0.5006756032171582
84,0.43958959207348663,0.544109984368111
85,0.3769543903082517,0.4568670258577523
86,0.2874264485545956,0.6735462527039063
87,0.4580198743782796,0.39928560984270883
88,0.357472570687426,0.5192338547934215
89,0.24724421476299333,0.6943895331064419
90,0.47452726109882226,0.8178855070467796
91,0.4230745175663137,0.33717021962337124
92,0.4225979115768264,0.4926952650748685
93,0.1622485554080632,0.6752961257952723
94,0.4075629342946825,0.5442924842035252
95,0.8621699450797746,0.761143835476836
96,0.5154717108696507,0.373815099810416
97,0.5965428227988675,0.5587516525780217
98,0.6779145052194686,0.46852081913998317
99,0.27722427270279504,0.4627352319613565
100,0.29388339325172924,0.6924973935359692
101,0.38785200248651297,0.5001877190055064
102,0.4516158363218315,0.6615017878426699
103,0.6113136220730402,0.4578235412881082
104,0.3755182462118473,0.2525336132757298
105,0.39443705371574733,0.34572010732514274
106,0.24634300780301843,0.4719707765489834
107,0.3447543037501222,0.6400757651281029
108,0.2213162682040045,0.0
109,0.24396228945320467,0.5045487335684514
110,0.11004730411034268,0.37809551497211724
111,0.5595763594190686,0.6401247274135365
112,0.4307554442282467,0.6795072308516337
113,0.5102921783662391,0.5253292496171517
114,0.16577473263025097,0.6612425102491327
115,0.2735948079094003,0.45823074963918836
116,0.2708049877094687,0.5943142064417548
117,0.24492975685159601,0.6839213480715568
118,0.41422911063379364,0.4503536861511332
119,0.4333320306701049,0.49376157619425615
120,0.24379172740229932,0.5487461353486774
121,0.4446647513390131,0.3622802983343664
122,0.4956460674410492,0.5177086664534698
123,0.30768717800460277,0.37905192054038933
124,0.3020557465739431,0.6206910486967064
125,0.3746160760732375,0.4620840700851953
