epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds
0,1.015629343635396,0.38331045042067874,0.7550715958425286,0.0009045084971874737,75.56674129993189
1,0.7900628694115607,0.3917493097342594,0.7604648727045974,0.0006545084971874737,75.19366859993897
2,0.7542191787504149,0.401531065965302,0.7639129930220169,0.00034549150281252633,75.10968629992567
3,0.7302219869594015,0.4032369616887419,0.7656941750497528,9.549150281252633e-05,75.1685941000469
4,0.716764003439546,0.4043593198717115,0.7663046932378335,0.0,75.2283881000476
