epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.5263910978348219,0.37200614576008034,0.7508223118074803,0.0,78.13192039999558,0
1,0.7999615869584389,0.3918789706465406,0.7589501506265017,0.0009755282581475768,67.39143740000145,0
2,0.7617011042171684,0.39032058065683867,0.7605804325896846,0.0009045084971874737,67.45900339999935,0
3,0.7440452808108673,0.3947671966583795,0.7615204335035909,0.0007938926261462366,67.55357790000562,0
4,0.7259703657264664,0.40675389488670904,0.7642520150945314,0.0006545084971874737,67.086747500005,0
5,0.7166358143067605,0.4091378748857256,0.7676513074446921,0.0005,67.39253230000031,0
6,0.7037635332567769,0.4117927040167555,0.7687577302563614,0.00034549150281252633,67.64199639999424,0
7,0.6955943615400687,0.41344539971240657,0.7687993139763056,0.00020610737385376348,66.98294010000245,0
8,0.6893871251024712,0.4131421048545281,0.7689218353002535,9.549150281252633e-05,67.2926471000028,0
9,0.685969209515284,0.41322797699443103,0.7691355732277724,2.4471741852423235e-05,67.36077919999661,0
