epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.7836757231966804,0.29588164546033574,0.698830947080806,0.0,93.34089120000135,0
1,1.0506844355393665,0.3299599396783069,0.7116791635552752,0.0009755282581475768,82.4039838000026,0
2,0.9963877673481347,0.33186202377708063,0.7139815180542143,0.0009045084971874737,82.44624530000146,0
3,0.9653782741190985,0.3352985030179086,0.7151457208084271,0.0007938926261462366,82.42312959999981,0
4,0.9495398481262174,0.3425425523592913,0.7191638850733013,0.0006545084971874737,82.474761700003,0
5,0.9321049687792551,0.3484285132081556,0.7223147845831148,0.0005,82.47282360000099,0
6,0.918512811664542,0.34998254565587006,0.7219717814377519,0.00034549150281252633,82.47477480000089,0
7,0.9111202927874084,0.3503293655974564,0.7238314754431383,0.00020610737385376348,82.45070739999937,0
8,0.9044981391205262,0.35124569118966753,0.7244155945497894,9.549150281252633e-05,82.4519788999969,0
9,0.9004832742144357,0.3513195341552358,0.7244964995220483,2.4471741852423235e-05,82.47392759999639,0
