epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds
0,1.0126144942412372,0.36589414322685393,0.7466272399775594,0.0009045084971874737,77.2674700000789
1,0.816297708691252,0.383822572580911,0.7559076755269432,0.0006545084971874737,75.63442420004867
2,0.7652056452922187,0.3958904865244204,0.7621560346260664,0.00034549150281252633,74.95783750002738
3,0.7321624833491711,0.40166598078310023,0.7650293902703036,9.549150281252633e-05,75.03586780000478
4,0.7099328600548603,0.4033798211992328,0.7669851630092155,0.0,75.10267439996824
