epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.437720991228652,0.31612420999916485,0.7327253335907905,0.0,117.38004319999891,0
1,0.9131465365465727,0.34083278315597904,0.7508795261331164,0.0009755282581475768,106.7570526999989,0
2,0.8420521563371778,0.3510290670273188,0.7547757020592056,0.0009045084971874737,106.48090429999866,0
3,0.7897539885385775,0.3685501079457328,0.7589900810047167,0.0007938926261462366,107.10575729999982,0
4,0.7320838781547093,0.37276058520160366,0.7626808292209267,0.0006545084971874737,106.90808000000106,0
5,0.6862229992969585,0.3835737859940634,0.7701496373248073,0.0005,107.10282239999651,0
6,0.6411659887454288,0.40066072827632754,0.7786607142303569,0.00034549150281252633,107.26095329999953,0
7,0.602782812839638,0.4057538023800926,0.7801501467063415,0.00020610737385376348,107.00196480000159,0
8,0.576813139145278,0.4096860876576909,0.7821683983590278,9.549150281252633e-05,106.66264690000389,0
9,0.5629098720240951,0.4092325220361024,0.7822370229180465,2.4471741852423235e-05,108.05715969999437,0
