epoch,train_loss,val_miou,val_pixel_acc,lr,epoch_seconds,n_skipped
0,1.2849011335784446,0.3630725483637083,0.7568837345186982,0.0,96.46547939999436,0
1,0.8044216621752683,0.382554096758221,0.7676040784329218,0.0009755282581475768,85.09735769999679,0
2,0.7450645427003515,0.3919735329345956,0.773612072100884,0.0009045084971874737,84.8370675000042,0
3,0.70195139893821,0.4008206778925855,0.7826203262680639,0.0007938926261462366,84.39315130001341,0
4,0.6639611432454177,0.41772394354065007,0.7886900374424253,0.0006545084971874737,84.48586900001101,0
5,0.624008536173631,0.41986516454110323,0.7939667972215636,0.0005,84.3213756000041,0
6,0.5871967273341788,0.43088352156926807,0.7962889265577663,0.00034549150281252633,84.80409950000467,0
7,0.5583338090473002,0.4331295674494376,0.7993759113570403,0.00020610737385376348,84.76727669998945,0
8,0.5331776699350641,0.44160217165827326,0.800600776524575,9.549150281252633e-05,84.84354879999592,0
9,0.5256310534307339,0.44085934467763876,0.8008833674333252,2.4471741852423235e-05,84.95363349998661,0
